year,municipio,income,cpi,real_income
2023,Naguabo Municipio,21416.0,304.70416666666665,21416.0
2010,Naranjito Municipio,14275.0,218.0761666666667,19945.56326650398
2011,Naranjito Municipio,14691.0,224.923,19901.961615752945
2012,Naranjito Municipio,16007.0,229.58608333333333,21244.317273150627
2013,Naranjito Municipio,16685.0,232.95174999999998,21824.214760495826
2014,Naranjito Municipio,17478.0,236.715,22498.022622140546
2015,Naranjito Municipio,17423.0,237.00175000000002,22400.090699048986
2016,Naranjito Municipio,18828.0,240.00541666666666,23903.502386230866
2017,Naranjito Municipio,18069.0,245.121,22461.150156453343
2018,Naranjito Municipio,19332.0,251.0995,23458.99115689199
2019,Naranjito Municipio,18883.0,255.65258333333335,22506.04591647975
2020,Naranjito Municipio,18778.0,258.85575,22103.951106616976
2021,Naranjito Municipio,19156.0,270.96791666666667,21540.974623379458
2022,Naranjito Municipio,20616.0,292.6254166666667,21466.97020223522
2023,Naranjito Municipio,21399.0,304.70416666666665,21399.0
2010,Orocovis Municipio,13713.0,218.0761666666667,19160.315872053874
2011,Orocovis Municipio,13921.0,224.923,18858.839265733903
2012,Orocovis Municipio,14296.0,229.58608333333333,18973.49657880686
2013,Orocovis Municipio,14743.0,232.95174999999998,19284.051436259513
2014,Orocovis Municipio,14549.0,236.715,18727.756672932992
2015,Orocovis Municipio,14110.0,237.00175000000002,18140.69217491713
2016,Orocovis Municipio,14662.0,240.00541666666666,18614.46526380481
2017,Orocovis Municipio,14296.0,245.121,17771.022338627317
2018,Orocovis Municipio,13319.0,251.0995,16162.337224221208
2019,Orocovis Municipio,15099.0,255.65258333333335,17996.016909014867
2020,Orocovis Municipio,15805.0,258.85575,18604.37465332204
2021,Orocovis Municipio,15637.0,270.96791666666667,17583.849456347078
2022,Orocovis Municipio,16869.0,292.6254166666667,17565.304634337695
2023,Orocovis Municipio,19062.0,304.70416666666665,19062.0
2010,Patillas Municipio,14860.0,218.0761666666667,20762.947120157558
2011,Patillas Municipio,14506.0,224.923,19651.34131087824
2012,Patillas Municipio,14777.0,229.58608333333333,19611.874576456976
2013,Patillas Municipio,14506.0,232.95174999999998,18974.05210163335
2014,Patillas Municipio,14343.0,236.715,18462.589453562297
2015,Patillas Municipio,13284.0,237.00175000000002,17078.735283600225
2016,Patillas Municipio,13975.0,240.00541666666666,17742.269271700465
2017,Patillas Municipio,14512.0,245.121,18039.526873122526
2018,Patillas Municipio,15761.0,251.0995,19125.654853288568
2019,Patillas Municipio,16007.0,255.65258333333335,19078.23317190549
2020,Patillas Municipio,17138.0,258.85575,20173.475027436452
2021,Patillas Municipio,17783.0,270.96791666666667,19997.032351616042
2022,Patillas Municipio,20778.0,292.6254166666667,21635.657104290036
2023,Patillas Municipio,23422.0,304.70416666666665,23422.0
2010,Peñuelas Municipio,14872.0,218.0761666666667,20779.71396843763
2011,Peñuelas Municipio,14504.0,224.923,19648.631902176894
2012,Peñuelas Municipio,15541.0,229.58608333333333,20625.847113265067
2013,Peñuelas Municipio,14938.0,232.95174999999998,19539.114179939264
2014,Peñuelas Municipio,15506.0,236.715,19959.625745446352
2015,Peñuelas Municipio,15497.0,237.00175000000002,19923.905502104237
2016,Peñuelas Municipio,16764.0,240.00541666666666,21283.105693795107
2017,Peñuelas Municipio,16868.0,245.121,20968.21522159804
2018,Peñuelas Municipio,17592.0,251.0995,21347.536335197798
2019,Peñuelas Municipio,16718.0,255.65258333333335,19925.65141300156
2020,Peñuelas Municipio,17313.0,258.85575,20379.47095051974
2021,Peñuelas Municipio,18123.0,270.96791666666667,20379.363285628835
2022,Peñuelas Municipio,20072.0,292.6254166666667,20900.51542002645
2023,Peñuelas Municipio,20959.0,304.70416666666665,20959.0
2010,Ponce Municipio,16902.0,218.0761666666667,23616.10580248338
2011,Ponce Municipio,17273.0,224.923,23399.80824919343
2012,Ponce Municipio,17459.0,229.58608333333333,23171.395968759716
2013,Ponce Municipio,17211.0,232.95174999999998,22512.230161396084
2014,Ponce Municipio,16807.0,236.715,21634.298329918536
2015,Ponce Municipio,16318.0,237.00175000000002,20979.434082941018
2016,Ponce Municipio,16561.0,240.00541666666666,21025.38256949062
2017,Ponce Municipio,16561.0,245.121,20586.590721181237
2018,Ponce Municipio,17173.0,251.0995,20839.088306295576
2019,Ponce Municipio,17069.0,255.65258333333335,20343.99712696038
2020,Ponce Municipio,17263.0,258.85575,20320.614972495943
2021,Ponce Municipio,17747.0,270.96791666666667,19956.55025272057
2022,Ponce Municipio,18994.0,292.6254166666667,19778.018627340694
2023,Ponce Municipio,18827.0,304.70416666666665,18827.0
2010,Quebradillas Municipio,11943.0,218.0761666666667,16687.20575074305
2011,Quebradillas Municipio,13581.0,224.923,18398.239786504717
2012,Quebradillas Municipio,14255.0,229.58608333333333,18919.081822250402
2013,Quebradillas Municipio,15221.0,232.95174999999998,19909.282161792446
2014,Quebradillas Municipio,15277.0,236.715,19664.85247731097
2015,Quebradillas Municipio,15806.0,237.00175000000002,20321.175089776058
2016,Quebradillas Municipio,15641.0,240.00541666666666,19857.376291854525
2017,Quebradillas Municipio,16082.0,245.121,19991.157054407144
2018,Quebradillas Municipio,16630.0,251.0995,20180.16878435308
2019,Quebradillas Municipio,17473.0,255.65258333333335,20825.51185185885
2020,Quebradillas Municipio,17425.0,258.85575,20511.308341293043
2021,Quebradillas Municipio,18947.0,270.96791666666667,21305.953549236303
2022,Quebradillas Municipio,20209.0,292.6254166666667,21043.17039275182
2023,Quebradillas Municipio,23624.0,304.70416666666665,23624.0
2010,Rincón Municipio,16067.0,218.0761666666667,22449.412609661606
2011,Rincón Municipio,16773.0,224.923,22722.45607385639
2012,Rincón Municipio,16548.0,229.58608333333333,21962.326621858974
2013,Rincón Municipio,15842.0,232.95174999999998,20721.558899357202
2014,Rincón Municipio,16704.0,236.715,21501.71472023319
2015,Rincón Municipio,16755.0,237.00175000000002,21541.268418904077
2016,Rincón Municipio,17784.0,240.00541666666666,22578.06917552208
2017,Rincón Municipio,18292.0,245.121,22738.356226788674
2018,Rincón Municipio,21591.0,251.0995,26200.241985746685
2019,Rincón Municipio,19907.0,255.65258333333335,23726.51888255904
2020,Rincón Municipio,20145.0,258.85575,23713.073545787567
2021,Rincón Municipio,24744.0,270.96791666666667,27824.69597415438
2022,Rincón Municipio,26771.0,292.6254166666667,27876.031203145085
2023,Rincón Municipio,25223.0,304.70416666666665,25223.0
2010,Río Grande Municipio,20850.0,218.0761666666667,29132.39888662753
2011,Río Grande Municipio,21329.0,224.923,28894.489095527508
2012,Río Grande Municipio,22491.0,229.58608333333333,29849.811944176345
2013,Río Grande Municipio,22947.0,232.95174999999998,30014.998867791295
2014,Río Grande Municipio,22372.0,236.715,28797.67491146174
2015,Río Grande Municipio,22246.0,237.00175000000002,28600.838988179057
2016,Río Grande Municipio,22990.0,240.00541666666666,29187.46122049329
2017,Río Grande Municipio,22584.0,245.121,28073.640773332354
2018,Río Grande Municipio,22509.0,251.0995,27314.216426157756
2019,Río Grande Municipio,22669.0,255.65258333333335,27018.458660206506
2020,Río Grande Municipio,23738.0,258.85575,27942.464126577575
2021,Río Grande Municipio,23679.0,270.96791666666667,26627.10054849667
2022,Río Grande Municipio,25963.0,292.6254166666667,27034.67924721736
2023,Río Grande Municipio,26745.0,304.70416666666665,26745.0
2010,Sabana Grande Municipio,15497.0,218.0761666666667,21652.98731635812
2011,Sabana Grande Municipio,15530.0,224.923,21038.558565968502
2012,Sabana Grande Municipio,15958.0,229.58608333333333,21179.28500311974
2013,Sabana Grande Municipio,16458.0,232.95174999999998,21527.29556657119
2014,Sabana Grande Municipio,15054.0,236.715,19377.80252624464
2015,Sabana Grande Municipio,14795.0,237.00175000000002,19021.370710694468
2016,Sabana Grande Municipio,14877.0,240.00541666666666,18887.4232526002
2017,Sabana Grande Municipio,15736.0,245.121,19561.052568595373
2018,Sabana Grande Municipio,16846.0,251.0995,20442.28041739098
2019,Sabana Grande Municipio,17319.0,255.65258333333335,20641.96415969458
2020,Sabana Grande Municipio,18290.0,258.85575,21529.51676110472
2021,Sabana Grande Municipio,18857.0,270.96791666666667,21204.74830199762
2022,Sabana Grande Municipio,20464.0,292.6254166666667,21308.69607191218
2023,Sabana Grande Municipio,20564.0,304.70416666666665,20564.0
2010,Salinas Municipio,13118.0,218.0761666666667,18328.95964483357
2011,Salinas Municipio,12592.0,224.923,17058.43718368805
2012,Salinas Municipio,13386.0,229.58608333333333,17765.754421090416
2013,Salinas Municipio,13495.0,232.95174999999998,17651.649876709092
2014,Salinas Municipio,13871.0,236.715,17855.021844130424
2015,Salinas Municipio,15240.0,237.00175000000002,19593.490343425732
2016,Salinas Municipio,16540.0,240.00541666666666,20998.721556631535
2017,Salinas Municipio,16246.0,245.121,20195.021608375726
2018,Salinas Municipio,16887.0,251.0995,20492.033088476877
2019,Salinas Municipio,18189.0,255.65258333333335,21678.889433609605
2020,Salinas Municipio,17694.0,258.85575,20827.953503061068
2021,Salinas Municipio,18563.0,270.96791666666667,20874.14449435127
2022,Salinas Municipio,20123.0,292.6254166666667,20953.620555858524
2023,Salinas Municipio,21611.0,304.70416666666665,21611.0
2010,San Germán Municipio,15016.0,218.0761666666667,20980.91614779851
2011,San Germán Municipio,15417.0,224.923,20885.47697434233
2012,San Germán Municipio,15470.0,229.58608333333333,20531.616681179497
2013,San Germán Municipio,15696.0,232.95174999999998,20530.588845114922
2014,San Germán Municipio,15091.0,236.715,19425.429648170444
2015,San Germán Municipio,14797.0,237.00175000000002,19023.94203488652
2016,San Germán Municipio,14988.0,240.00541666666666,19028.345749141077
2017,San Germán Municipio,15036.0,245.121,18690.898984583124
2018,San Germán Municipio,15619.0,251.0995,18953.3407241618
2019,San Germán Municipio,16486.0,255.65258333333335,19649.13800662422
2020,San Germán Municipio,16561.0,258.85575,19494.27704104184
2021,San Germán Municipio,16492.0,270.96791666666667,18545.299305114535
2022,San Germán Municipio,17862.0,292.6254166666667,18599.292867303335
2023,San Germán Municipio,17921.0,304.70416666666665,17921.0
2010,San Juan Municipio,23478.0,218.0761666666667,32804.3386599636
2011,San Juan Municipio,23342.0,224.923,31621.508953434437
2012,San Juan Municipio,23100.0,229.58608333333333,30658.070157417347
2013,San Juan Municipio,22754.0,232.95174999999998,29762.552152251847
2014,San Juan Municipio,22266.0,236.715,28661.22964324187
2015,San Juan Municipio,21243.0,237.00175000000002,27311.31990586567
2016,San Juan Municipio,21395.0,240.00541666666666,27162.493815243753
2017,San Juan Municipio,21677.0,245.121,26946.170343762195
2018,San Juan Municipio,22146.0,251.0995,26873.723265080174
2019,San Juan Municipio,22710.0,255.65258333333335,27067.325253574916
2020,San Juan Municipio,23642.0,258.85575,27829.46064877189
2021,San Juan Municipio,24347.0,270.96791666666667,27378.268383557093
2022,San Juan Municipio,26111.0,292.6254166666667,27188.788268847682
2023,San Juan Municipio,26981.0,304.70416666666665,26981.0
2010,San Lorenzo Municipio,17477.0,218.0761666666667,24419.517282570232
2011,San Lorenzo Municipio,17683.0,224.923,23955.237032969802
2012,San Lorenzo Municipio,17875.0,229.58608333333333,23723.50666943009
2013,San Lorenzo Municipio,17743.0,232.95174999999998,23208.093646717258
2014,San Lorenzo Municipio,17116.0,236.715,22032.049158974572
2015,San Lorenzo Municipio,16538.0,237.00175000000002,21262.279744066585
2016,San Lorenzo Municipio,16916.0,240.00541666666666,21476.080644013244
2017,San Lorenzo Municipio,18589.0,245.121,23107.549961719586
2018,San Lorenzo Municipio,18821.0,251.0995,22838.902987992144
2019,San Lorenzo Municipio,19380.0,255.65258333333335,23098.404377555344
2020,San Lorenzo Municipio,19385.0,258.85575,22818.46267982586
2021,San Lorenzo Municipio,19339.0,270.96791666666667,21746.758626098108
2022,San Lorenzo Municipio,19629.0,292.6254166666667,20439.229632308652
2023,San Lorenzo Municipio,21320.0,304.70416666666665,21320.0
2010,San Sebastián Municipio,12115.0,218.0761666666667,16927.53057609077
2011,San Sebastián Municipio,13148.0,224.923,17811.652802662837
2012,San Sebastián Municipio,13658.0,229.58608333333333,18126.749879221046
2013,San Sebastián Municipio,14463.0,232.95174999999998,18917.80749661679
2014,San Sebastián Municipio,14726.0,236.715,18955.594526469944
2015,San Sebastián Municipio,14345.0,237.00175000000002,18442.822767483078
2016,San Sebastián Municipio,13866.0,240.00541666666666,17603.885919241406
2017,San Sebastián Municipio,14275.0,245.121,17744.91773110695
2018,San Sebastián Municipio,14812.0,251.0995,17974.06253961743
2019,San Sebastián Municipio,15331.0,255.65258333333335,18272.530315392207
2020,San Sebastián Municipio,15995.0,258.85575,18828.027369812466
2021,San Sebastián Municipio,16812.0,270.96791666666667,18905.1401841854
2022,San Sebastián Municipio,17557.0,292.6254166666667,18281.70332948408
2023,San Sebastián Municipio,17834.0,304.70416666666665,17834.0
2010,Santa Isabel Municipio,17605.0,218.0761666666667,24598.363664224347
2011,Santa Isabel Municipio,17601.0,224.923,23844.15127621453
2012,Santa Isabel Municipio,18024.0,229.58608333333333,23921.257857891353
2013,Santa Isabel Municipio,18033.0,232.95174999999998,23587.417727061507
2014,Santa Isabel Municipio,16344.0,236.715,21038.315696090234
2015,Santa Isabel Municipio,15674.0,237.00175000000002,20151.467693100716
2016,Santa Isabel Municipio,15295.0,240.00541666666666,19418.10436570008
2017,Santa Isabel Municipio,16816.0,245.121,20903.575241071416
2018,Santa Isabel Municipio,17640.0,251.0995,21405.783364761777
2019,Santa Isabel Municipio,19827.0,255.65258333333335,23631.169432084098
2020,Santa Isabel Municipio,20000.0,258.85575,23542.39120951856
2021,Santa Isabel Municipio,20784.0,270.96791666666667,23371.665095652468
2022,Santa Isabel Municipio,22680.0,292.6254166666667,23616.16628767437
2023,Santa Isabel Municipio,23197.0,304.70416666666665,23197.0
2010,Toa Alta Municipio,25133.0,218.0761666666667,35116.76648525706
2011,Toa Alta Municipio,26526.0,224.923,35934.887605980715
2012,Toa Alta Municipio,27211.0,229.58608333333333,36114.14489409019
2013,Toa Alta Municipio,28255.0,232.95174999999998,36957.937552161195
2014,Toa Alta Municipio,29183.0,236.715,37564.92700434418
2015,Toa Alta Municipio,29976.0,237.00175000000002,38539.006990454705
2016,Toa Alta Municipio,29578.0,240.00541666666666,37551.40182600045
2017,Toa Alta Municipio,29672.0,245.121,36884.56734973068
2018,Toa Alta Municipio,28863.0,251.0995,35024.66696468929
2019,Toa Alta Municipio,28834.0,255.65258333333335,34366.32568743193
2020,Toa Alta Municipio,27626.0,258.85575,32519.104977707986
2021,Toa Alta Municipio,28098.0,270.96791666666667,31596.27818791585
2022,Toa Alta Municipio,32456.0,292.6254166666667,33795.69193266135
2023,Toa Alta Municipio,33349.0,304.70416666666665,33349.0
2010,Toa Baja Municipio,23297.0,218.0761666666667,32551.43869840583
2011,Toa Baja Municipio,22942.0,224.923,31079.627213164804
2012,Toa Baja Municipio,23572.0,229.58608333333333,31284.50345240873
2013,Toa Baja Municipio,23934.0,232.95174999999998,31306.008755031893
2014,Toa Baja Municipio,23642.0,236.715,30432.443691077173
2015,Toa Baja Municipio,23303.0,237.00175000000002,29959.783823677808
2016,Toa Baja Municipio,23889.0,240.00541666666666,30328.8064852703
2017,Toa Baja Municipio,24583.0,245.121,30558.550793961622
2018,Toa Baja Municipio,24899.0,251.0995,30214.43310653081
2019,Toa Baja Municipio,25105.0,255.65258333333335,29921.84942716857
2020,Toa Baja Municipio,25090.0,258.85575,29533.92977234103
2021,Toa Baja Municipio,26587.0,270.96791666666667,29897.154537053124
2022,Toa Baja Municipio,28719.0,292.6254166666667,29904.4391364956
2023,Toa Baja Municipio,29648.0,304.70416666666665,29648.0
2010,Trujillo Alto Municipio,30825.0,218.0761666666667,43069.84151943854
2011,Trujillo Alto Municipio,30571.0,224.923,41414.66670445738
2012,Trujillo Alto Municipio,31354.0,229.58608333333333,41612.689684660756
2013,Trujillo Alto Municipio,31261.0,232.95174999999998,40889.82784703986
2014,Trujillo Alto Municipio,30687.0,236.715,39500.905149652535
2015,Trujillo Alto Municipio,30140.0,237.00175000000002,38749.855574202855
2016,Trujillo Alto Municipio,30427.0,240.00541666666666,38629.26848873203
2017,Trujillo Alto Municipio,31202.0,245.121,38786.474469071734
2018,Trujillo Alto Municipio,31193.0,251.0995,37852.07485810738
2019,Trujillo Alto Municipio,32545.0,255.65258333333335,38789.348321338424
2020,Trujillo Alto Municipio,32611.0,258.85575,38387.04598668049
2021,Trujillo Alto Municipio,33948.0,270.96791666666667,38174.619258430044
2022,Trujillo Alto Municipio,35821.0,292.6254166666667,37299.58962040492
2023,Trujillo Alto Municipio,38773.0,304.70416666666665,38773.0
2010,Utuado Municipio,13509.0,218.0761666666667,18875.279451292627
2011,Utuado Municipio,14153.0,224.923,19173.13067509029
2012,Utuado Municipio,14752.0,229.58608333333333,19578.694846849383
2013,Utuado Municipio,14852.0,232.95174999999998,19426.624969906145
2014,Utuado Municipio,15291.0,236.715,19682.873550472086
2015,Utuado Municipio,15725.0,237.00175000000002,20217.036459998006
2016,Utuado Municipio,15875.0,240.00541666666666,20154.456149427184
2017,Utuado Municipio,15931.0,245.121,19803.452495570215
2018,Utuado Municipio,16533.0,251.0995,20062.461245442544
2019,Utuado Municipio,15399.0,255.65258333333335,18353.57734829591
2020,Utuado Municipio,15021.0,258.85575,17681.512917908913
2021,Utuado Municipio,15812.0,270.96791666666667,17780.637437088953
2022,Utuado Municipio,17164.0,292.6254166666667,17872.48140042517
2023,Utuado Municipio,17624.0,304.70416666666665,17624.0
2010,Vega Alta Municipio,16608.0,218.0761666666667,23205.318019621584
2011,Vega Alta Municipio,17072.0,224.923,23127.512674707938
2012,Vega Alta Municipio,17616.0,229.58608333333333,23379.76467069541
2013,Vega Alta Municipio,18184.0,232.95174999999998,23784.927851654546
2014,Vega Alta Municipio,17944.0,236.715,23097.866914503375
2015,Vega Alta Municipio,18016.0,237.00175000000002,23162.488321991994
2016,Vega Alta Municipio,18312.0,240.00541666666666,23248.403213121925
2017,Vega Alta Municipio,18053.0,245.121,22441.26093167592
2018,Vega Alta Municipio,18895.0,251.0995,22928.700491903273
2019,Vega Alta Municipio,20048.0,255.65258333333335,23894.572289021133
2020,Vega Alta Municipio,20809.0,258.85575,24494.680933943586
2021,Vega Alta Municipio,21828.0,270.96791666666667,24545.645963621155
2022,Vega Alta Municipio,24778.0,292.6254166666667,25800.765797001568
2023,Vega Alta Municipio,25235.0,304.70416666666665,25235.0
2010,Vega Baja Municipio,16530.0,218.0761666666667,23096.333505801107
2011,Vega Baja Municipio,16249.0,224.923,22012.590994103168
2012,Vega Baja Municipio,16462.0,229.58608333333333,21848.18835200885
2013,Vega Baja Municipio,16453.0,232.95174999999998,21520.755496220427
2014,Vega Baja Municipio,16625.0,236.715,21400.02437882404
2015,Vega Baja Municipio,16948.0,237.00175000000002,21789.401203436963
2016,Vega Baja Municipio,17634.0,240.00541666666666,22387.63336938576
2017,Vega Baja Municipio,18900.0,245.121,23494.146768330742
2018,Vega Baja Municipio,19096.0,251.0995,23172.60992820243
2019,Vega Baja Municipio,19617.0,255.65258333333335,23380.877124587365
2020,Vega Baja Municipio,20126.0,258.85575,23690.708274138524
2021,Vega Baja Municipio,21507.0,270.96791666666667,24184.680581803197
2022,Vega Baja Municipio,23701.0,292.6254166666667,24679.310281488986
2023,Vega Baja Municipio,23877.0,304.70416666666665,23877.0
2010,Vieques Municipio,16220.0,218.0761666666667,22663.189925232542
2011,Vieques Municipio,16769.0,224.923,22717.037256453692
2012,Vieques Municipio,16598.0,229.58608333333333,22028.686081074164
2013,Vieques Municipio,17355.0,232.95174999999998,22700.584187498058
2014,Vieques Municipio,18179.0,236.715,23400.363499707804
2015,Vieques Municipio,18104.0,237.00175000000002,23275.62658644222
2016,Vieques Municipio,17535.0,240.00541666666666,22261.94573733579
2017,Vieques Municipio,16261.0,245.121,20213.667756604562
2018,Vieques Municipio,15539.0,251.0995,18856.26234155517
2019,Vieques Municipio,14936.0,255.65258333333335,17801.742403672168
2020,Vieques Municipio,14040.0,258.85575,16526.75862908203
2021,Vieques Municipio,14942.0,270.96791666666667,16802.32004711505
2022,Vieques Municipio,17062.0,292.6254166666667,17766.271128761025
2023,Vieques Municipio,17531.0,304.70416666666665,17531.0
2010,Villalba Municipio,15455.0,218.0761666666667,21594.303347377863
2011,Villalba Municipio,15951.0,224.923,21608.889097602292
2012,Villalba Municipio,16014.0,229.58608333333333,21253.607597440754
2013,Villalba Municipio,16754.0,232.95174999999998,21914.467731336354
2014,Villalba Municipio,17389.0,236.715,22383.460085616316
2015,Villalba Municipio,17818.0,237.00175000000002,22907.92722697898
2016,Villalba Municipio,18974.0,240.00541666666666,24088.85990420355
2017,Villalba Municipio,19893.0,245.121,24728.521781079548
2018,Villalba Municipio,19855.0,251.0995,24093.64108318283
2019,Villalba Municipio,19877.0,255.65258333333335,23690.762838630937
2020,Villalba Municipio,19355.0,258.85575,22783.149093011583
2021,Villalba Municipio,20722.0,270.96791666666667,23301.94592533249
2022,Villalba Municipio,22461.0,292.6254166666667,23388.126586748414
2023,Villalba Municipio,24882.0,304.70416666666665,24882.0
2010,Yabucoa Municipio,16894.0,218.0761666666667,23604.92790363
2011,Yabucoa Municipio,17185.0,224.923,23280.59426633411
2012,Yabucoa Municipio,17926.0,229.58608333333333,23791.193317829584
2013,Yabucoa Municipio,17264.0,232.95174999999998,22581.554907114172
2014,Yabucoa Municipio,16627.0,236.715,21402.598817847058
2015,Yabucoa Municipio,15627.0,237.00175000000002,20091.041574587525
2016,Yabucoa Municipio,16308.0,240.00541666666666,20704.180843140693
2017,Yabucoa Municipio,15586.0,245.121,19374.591086307035
2018,Yabucoa Municipio,16013.0,251.0995,19431.45175849945
2019,Yabucoa Municipio,16295.0,255.65258333333335,19421.49119361529
2020,Yabucoa Municipio,16828.0,258.85575,19808.567963688914
2021,Yabucoa Municipio,17267.0,270.96791666666667,19416.78893411428
2022,Yabucoa Municipio,19972.0,292.6254166666667,20796.387702708664
2023,Yabucoa Municipio,21279.0,304.70416666666665,21279.0
2010,Yauco Municipio,14314.0,218.0761666666667,20000.05552341422
2011,Yauco Municipio,14493.0,224.923,19633.730154319477
2012,Yauco Municipio,14728.0,229.58608333333333,19546.84230642609
2013,Yauco Municipio,15053.0,232.95174999999998,19689.535798006815
2014,Yauco Municipio,15346.0,236.715,19753.670623605038
2015,Yauco Municipio,14708.0,237.00175000000002,18909.518108340268
2016,Yauco Municipio,14666.0,240.00541666666666,18619.543551968447
2017,Yauco Municipio,14451.0,245.121,17963.6992036586
2018,Yauco Municipio,14954.0,251.0995,18146.376668744197
2019,Yauco Municipio,14743.0,255.65258333333335,17571.711854401365
2020,Yauco Municipio,14813.0,258.85575,17436.67204932992
2021,Yauco Municipio,16444.0,270.96791666666667,18491.323173253906
2022,Yauco Municipio,19827.0,292.6254166666667,20645.402512597873
2023,Yauco Municipio,21918.0,304.70416666666665,21918.0
2010,Puerto Rico,17110.44871794872,,23907.358138151878
2011,Puerto Rico,17546.52564102564,,23770.35462511178
2012,Puerto Rico,17912.96153846154,,23773.88881269578
2013,Puerto Rico,18162.397435897437,,23756.67139385702
2014,Puerto Rico,18175.0,,23395.214621661773
2015,Puerto Rico,17920.30769230769,,23039.4603491108
2016,Puerto Rico,18200.73076923077,,23107.138908723882
2017,Puerto Rico,18412.94871794872,,22888.704741652622
2018,Puerto Rico,18923.628205128207,,22963.440240037988
2019,Puerto Rico,19300.02564102564,,23003.085487801705
2020,Puerto Rico,19713.897435897437,,23205.614285011114
2021,Puerto Rico,20731.55128205128,,23312.686368237446
2022,Puerto Rico,22634.70512820513,,23569.00177161235
2023,Puerto Rico,23699.32051282051,,23699.32051282051
